filename,train_kg,predict_relation,alignment_module,learning_rate,beta1,beta2,margin,rel_inp_dropout,rel_hid_dropout,stop_metric,rel_hidden_dim,loss_norm,tensorboard,a-hits1,a-hits5,a-hits10,a-hits50,a-mr,a-mrr,kg1-c-hits1,kg1-c-hits5,kg1-c-hits10,kg1-c-hits50,kg1-c-mr,kg1-c-mrr,kg1-rel-acc,kg2-c-hits1,kg2-c-hits5,kg2-c-hits10,kg2-c-hits50,kg2-c-mr,kg2-c-mrr,kg2-rel-acc
C_S_V0_271_5fold_1_20200714033211,kg12,True,sharing,0.1,1.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714033240/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714033240/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714033240/valid2/"" ",0.1603,0.369,0.4685,0.6761,104.1957,0.261,0.1102,0.2409,0.3151,0.52,165.9058,0.1815, 0.4551,0.112,0.2889,0.3929,0.6431,103.2524,0.2007, 0.2844
C_S_V0_271_5fold_1_20200714033311,kg12,True,sharing,0.1,2.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714033336/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714033336/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714033336/valid2/"" ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
C_S_V0_271_5fold_1_20200714043834,kg2,True,non-sharing,0.07,2.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714043857/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714043857/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714043857/valid2/"" ",-,-,-,-,-,-,-,-,-,-,-,-,-,0.0964,0.2653,0.376,0.6462,82.3022,0.1879, 0.0000
C_S_V0_271_5fold_1_20200714043934,kg2,True,non-sharing,0.07,1.0,2.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714043957/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714043957/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714043957/valid2/"" ",-,-,-,-,-,-,-,-,-,-,-,-,-,0.1049,0.2747,0.3818,0.6502,88.8027,0.1939, 0.0000
C_S_V0_271_5fold_1_20200714044034,kg2,True,non-sharing,0.07,3.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714044056/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714044056/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714044056/valid2/"" ",-,-,-,-,-,-,-,-,-,-,-,-,-,0.1089,0.2876,0.3884,0.66,83.6782,0.2009, 0.0000
C_S_V0_271_5fold_1_20200714075713,kg2,True,non-sharing,0.07,1.0,3.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714075732/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714075732/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714075732/valid2/"" ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
C_S_V0_271_5fold_1_20200714075813,kg2,True,non-sharing,0.1,1.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714075835/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714075835/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714075835/valid2/"" ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
C_S_V0_271_5fold_1_20200714075913,kg2,True,non-sharing,0.1,2.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714075934/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714075934/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714075934/valid2/"" ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
C_S_V0_271_5fold_1_20200714082039,kg12,True,sharing,0.1,1.0,2.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714082101/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714082101/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714082101/valid2/"" ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
C_S_V0_271_5fold_1_20200714082139,kg12,True,sharing,0.1,3.0,1.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714082206/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714082206/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714082206/valid2/"" ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
C_S_V0_271_5fold_1_20200714082239,kg12,True,sharing,0.1,1.0,3.0,1.5,0.2,0.1,hits1,200,L2,"tensorboard --logdir=run1:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714082304/train/"",run2:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714082304/valid1/"",run3:""../../output/results/IPTransE/C_S_V0/271_5fold/1/20200714082304/valid2/"" ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
